,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Spain,France,Germany
3080,1950,15721116,Cameron,693,France,1,53,6,119811.87,1,1,1,79433.4,0,0,1,0
3081,5080,15588859,Smith,655,Germany,1,42,5,124252.13,1,1,1,99220.5,1,0,0,0
3082,1518,15668283,Palmer,628,Germany,0,38,6,115371.14,1,1,0,90702.2,1,0,0,0
3083,3727,15799468,Chien,562,France,1,32,4,62397.41,2,1,1,141703.93,0,0,1,0
3084,7029,15691119,Boyle,587,Germany,0,42,6,120419.52,2,1,0,112101.25,1,0,0,0
3085,4048,15581323,Yen,684,France,0,39,4,108977.22,1,1,0,102472.73,0,0,1,0
3086,7931,15613886,Tsui,617,Spain,1,55,5,62397.41,3,1,0,94006.99,1,1,0,0
3087,8258,15809777,Chidiebere,734,France,0,39,3,128817.13,2,1,0,67317.35,0,0,1,0
3088,1271,15566790,Knupp,700,France,1,32,5,115791.43,1,0,0,106661.12,0,0,1,0
3089,5393,15782219,Bidwill,541,Germany,0,46,5,130118.84,2,1,0,134596.29,0,0,0,0
3090,358,15684722,Hooper,685,France,0,41,5,62397.41,1,1,1,63115.44,0,0,1,0
3091,261,15724944,Chidubem,585,France,1,44,4,118996.0,1,0,0,138676.57,1,0,1,0
3092,276,15681509,Onyekaozulu,537,Germany,1,47,3,123063.48,2,1,1,99226.15,0,0,0,0
3093,675,15632079,Trevascus,600,Germany,1,57,6,122068.54,1,0,0,60155.2,1,0,0,0
3094,7190,15798310,Mueller,623,France,0,62,2,62397.41,2,0,1,75462.63,0,0,1,0
3095,6336,15776433,Colbert,610,France,1,37,6,62397.41,1,1,1,96866.65,0,0,1,0
3096,5222,15721426,Coffman,628,Germany,0,43,6,118475.55,1,1,1,70618.59,0,0,0,0
3097,6800,15765461,Manna,596,France,1,39,6,62397.41,2,1,1,75125.87,0,0,1,0
3098,2795,15699238,Lucciano,637,France,0,40,6,112712.44,1,1,0,93182.35,0,0,1,0
3099,5756,15581280,Mistry,650,Germany,1,40,3,121423.1,2,1,1,64701.62,0,0,0,0
3100,7542,15767064,Pinto,639,France,0,52,4,62397.41,1,1,0,106856.82,1,0,1,0
3101,8284,15783398,Williamson,565,Spain,1,48,5,132941.19,1,1,1,93665.43,0,1,0,0
3102,1747,15661974,Steele,689,Spain,0,41,3,62397.41,2,1,1,64500.06,0,1,0,0
3103,7799,15764922,Yobachukwu,629,Spain,1,55,5,141588.05,2,1,0,117415.89,1,1,0,0
3104,8731,15588986,Boni,601,France,0,50,2,158801.93,1,0,0,98998.63,0,0,1,0
3105,7206,15730433,Mahon,752,France,1,44,6,120431.13,1,1,0,101349.82,0,0,1,0
3106,7678,15801256,Quinn,685,France,0,47,6,62397.41,1,0,1,98526.12,1,0,1,0
3107,1278,15662063,Mai,568,Germany,0,44,6,110155.58,3,1,1,113473.1,1,0,0,0
3108,2447,15689952,Brown,679,Germany,0,41,6,139245.72,2,1,0,132769.23,0,0,0,0
3109,5108,15795963,Smalley,520,Spain,0,39,6,62397.41,2,0,1,95333.73,0,1,0,0
3110,6478,15591607,Jamieson,667,France,0,49,5,142122.6,1,0,0,92991.26,1,0,1,0
3111,8522,15778192,Banks,663,France,0,37,5,128784.16,3,1,1,80660.1,1,0,1,0
3112,3577,15753840,Sims,718,France,0,39,2,62397.41,2,0,0,133190.83,0,0,1,0
3113,4668,15774336,Dale,739,Spain,0,45,7,62397.41,1,1,1,136567.64,0,1,0,0
3114,822,15716994,Fuller,665,France,0,39,6,131093.06,1,1,0,80581.99,0,0,1,0
3115,533,15723851,Capon,730,France,0,39,5,114577.33,1,1,1,128056.88,0,0,1,0
3116,4485,15730735,Onyekachi,644,Germany,1,39,3,126290.28,3,0,1,90103.71,0,0,0,0
3117,1974,15628008,Siciliani,595,Spain,0,34,7,62397.41,3,0,0,97715.53,1,1,0,0
3118,8982,15786200,Graham,606,France,0,44,3,62397.41,2,1,1,101083.47,0,0,1,0
3119,4361,15693526,Pauley,634,France,0,42,7,62397.41,1,1,1,115517.1,0,0,1,0
3120,4741,15745083,Dynon,576,France,0,39,3,102017.72,1,1,1,62678.2,0,0,1,0
3121,293,15797194,Chan,594,Germany,1,40,3,107729.76,2,1,0,81760.47,0,0,0,0
3122,4798,15590434,Mironova,598,Germany,1,44,6,116053.78,2,1,0,121739.36,0,0,0,0
3123,4001,15758372,Ignatyev,598,France,1,44,4,135682.38,2,1,1,79744.48,0,0,1,0
3124,5534,15693337,Nkemakolam,590,France,0,40,5,143625.8,2,1,1,120494.67,0,0,1,0
3125,902,15705403,Davidson,591,France,0,34,5,127852.89,2,1,1,139267.94,0,0,1,0
3126,9844,15787322,Walker,601,France,0,32,5,119573.28,2,0,0,93236.69,0,0,1,0
3127,85,15779620,Uren,718,France,0,55,6,111125.82,1,1,1,88010.8,0,0,1,0
3128,5136,15785490,Pirozzi,690,France,1,47,3,120176.73,1,1,0,137965.9,1,0,1,0
3129,4311,15797065,Moss,535,France,0,37,7,127613.75,1,0,0,130908.14,0,0,1,0
3130,3251,15735400,Chang,575,France,0,50,4,62397.41,1,1,1,100033.07,1,0,1,0
3131,4696,15722364,Dalton,597,Germany,1,34,3,138305.0,1,1,0,129876.17,0,0,0,0
3132,1585,15569209,Noble,500,Germany,0,40,5,126129.72,2,1,1,125973.09,0,0,0,0
3133,1153,15675380,Hull,649,France,0,50,7,62397.41,2,1,0,136965.85,0,0,1,0
3134,6965,15604304,Leach,613,Spain,1,44,6,62397.41,2,1,1,123701.47,0,1,0,0
3135,312,15766066,Lori,596,Germany,0,42,5,94150.36,2,1,1,63662.92,0,0,0,0
3136,4183,15695168,Vagin,551,France,1,70,5,62397.41,2,1,1,78357.3,0,0,1,0
3137,9610,15787189,Menhennitt,622,Spain,1,47,2,141619.71,1,1,1,108690.93,0,1,0,0
3138,1854,15601594,Greco,728,Germany,1,45,5,94814.56,3,0,1,135023.63,1,0,0,0
3139,1765,15585041,Hung,655,Spain,0,40,5,62397.41,2,0,1,133154.91,0,1,0,0
3140,228,15626457,Coates,509,Spain,1,45,5,62397.41,3,1,0,92782.49,1,1,0,0
3141,6992,15628303,Lin,623,Germany,0,45,6,135364.89,1,1,0,139711.72,1,0,0,0
3142,2666,15598157,Allen,569,France,1,37,4,62397.41,2,1,0,95419.81,0,0,1,0
3143,9291,15757916,Chiang,693,France,1,41,5,126992.02,1,1,1,76451.36,1,0,1,0
3144,3243,15615029,Green,633,Spain,1,71,3,62397.41,2,0,1,137572.07,0,1,0,0
3145,9801,15572626,Gordon,703,France,1,44,6,62397.41,2,0,1,86865.31,0,0,1,0
3146,992,15807525,Andreev,647,France,1,67,6,62397.41,2,1,1,122774.49,0,0,1,0
3147,968,15693259,Chukwueloka,571,France,0,39,4,121410.55,1,1,1,62940.98,0,0,1,0
3148,8339,15648136,Lung,680,France,1,46,6,62397.41,2,1,0,135325.42,0,0,1,0
3149,5074,15727384,Pirozzi,660,Spain,0,47,5,145051.69,1,1,0,117831.72,1,1,0,0
3150,6109,15777873,Olisanugo,587,France,1,47,3,62397.41,2,0,0,62408.93,0,0,1,0
3151,7303,15776128,Davidson,666,Spain,0,48,5,96976.67,1,1,1,74385.07,0,1,0,0
3152,4130,15568164,Wang,614,France,0,34,6,99933.09,2,0,0,70785.48,0,0,1,0
3153,6399,15685290,Hort,582,France,1,49,3,62397.41,2,1,0,72853.75,0,0,1,0
3154,5593,15571121,Carr,716,Spain,0,42,5,62397.41,2,1,1,108278.76,0,1,0,0
3155,4034,15763107,Ku,565,Germany,0,42,3,102471.27,1,1,1,81970.51,0,0,0,0
3156,5873,15748718,Doherty,674,Germany,1,44,5,107217.47,2,0,1,122468.39,0,0,0,0
3157,5197,15744240,Tobeolisa,567,France,1,38,3,62397.41,2,1,0,113597.25,0,0,1,0
3158,3184,15599329,Biryukov,665,Germany,1,43,6,119136.73,1,0,1,60373.63,0,0,0,0
3159,7436,15755521,Nkemdirim,563,Germany,0,43,4,126368.45,1,1,1,64378.47,0,0,0,0
3160,197,15777708,Abramovich,618,Spain,1,43,5,130492.27,1,1,0,117369.14,1,1,0,0
3161,2694,15594039,White,629,France,1,54,6,123028.68,1,0,0,60034.07,1,0,1,0
3162,1187,15590349,Eluemuno,662,Germany,1,58,5,132057.58,2,1,1,75163.56,1,0,0,0
3163,1795,15726032,Brookes,606,France,1,56,5,98631.87,4,0,1,105621.3,1,0,1,0
3164,9548,15626412,Azikiwe,594,Spain,1,43,4,62397.41,3,1,0,117194.18,1,1,0,0
3165,8683,15665579,Yeates,572,France,0,52,5,62397.41,3,1,0,137864.15,1,0,1,0
3166,3937,15778142,Trevisano,728,Germany,0,44,3,102458.37,2,1,0,127902.55,0,0,0,0
3167,7422,15586523,Mazzi,704,France,1,39,5,62397.41,2,1,1,111103.05,0,0,1,0
3168,5975,15766649,Stevenson,713,France,1,42,3,62397.41,1,1,0,114855.64,1,0,1,0
3169,7771,15626322,Thomson,519,France,0,31,3,62397.41,2,1,0,69465.35,0,0,1,0
3170,1333,15688876,Fan,596,France,0,32,5,140938.68,1,1,0,125903.01,0,0,1,0
3171,6299,15601410,Bocharova,636,France,1,47,6,74210.35,1,0,1,129681.35,1,0,1,0
3172,3897,15654229,Mahomed,657,France,0,58,6,62397.41,1,1,1,81770.84,0,0,1,0
3173,3568,15584271,Reid,686,France,0,42,6,62397.41,2,1,0,63625.93,0,0,1,0
3174,6518,15672574,Sabbatini,608,France,0,50,3,62397.41,2,1,0,139273.62,0,0,1,0
3175,26,15800814,Adams,647,Germany,0,55,4,127558.92,1,1,1,135740.89,1,0,0,0
3176,4234,15617603,McGregor,646,France,1,42,5,107448.48,1,1,1,129562.9,1,0,1,0
3177,9938,15598802,Gregory,699,Spain,0,40,6,124182.66,2,0,0,121167.57,0,1,0,0
3178,704,15650751,Zikoranachidimma,614,France,1,66,4,147967.37,3,1,1,88819.2,1,0,1,0
3179,8973,15633608,Brizendine,657,Spain,0,43,2,116197.9,1,1,1,100971.59,0,1,0,0
3180,1936,15589754,Stelzer,606,France,0,44,5,62397.41,3,0,0,81358.68,1,0,1,0
3181,4997,15690440,Chiemenam,607,Spain,1,41,5,122609.43,2,1,0,125243.72,0,1,0,0
3182,8991,15772559,Benson,591,Germany,1,55,6,113051.08,2,1,1,80649.02,0,0,0,0
3183,1062,15797787,Ma,690,Spain,0,44,6,62397.41,1,1,0,71295.12,1,1,0,0
3184,9782,15595037,T'ien,634,Spain,0,41,6,62397.41,2,0,1,110140.59,0,1,0,0
3185,6673,15765532,Chukwudi,677,Spain,0,46,3,111352.98,1,1,1,103151.37,1,1,0,0
3186,3942,15622003,Yang,639,Spain,1,38,7,62397.41,1,1,1,67070.72,0,1,0,0
3187,2252,15693347,Lajoie,657,Spain,1,56,6,62397.41,2,1,1,115084.17,0,1,0,0
3188,7498,15761606,Ch'en,599,France,0,57,4,62397.41,1,0,0,132461.99,1,0,1,0
3189,4134,15775206,Carr,660,Spain,1,49,5,62397.41,1,1,0,78850.0,1,1,0,0
3190,3174,15801188,Lavrentyev,683,France,1,45,5,121343.34,3,0,0,75326.9,1,0,1,0
3191,7558,15568506,Miah,588,France,0,51,3,137256.78,1,1,1,107199.79,0,0,1,0
3192,2130,15672299,Daly,512,Spain,1,42,5,62397.41,2,1,0,131107.58,0,1,0,0
3193,4211,15596808,Ulyanova,665,Spain,1,46,3,62397.41,2,1,0,71096.22,0,1,0,0
3194,2872,15773869,Payne,673,Spain,1,57,5,62397.41,2,1,1,125852.45,1,1,0,0
3195,6262,15776733,Hu,649,France,0,47,4,62397.41,2,1,0,94450.67,0,0,1,0
3196,6445,15699619,Evdokimov,690,Spain,0,58,4,62397.41,2,1,1,90737.26,0,1,0,0
3197,339,15754084,Hanson,601,France,0,37,4,62397.41,2,0,1,61598.63,0,0,1,0
3198,651,15810593,Foster,698,Spain,1,38,4,114425.02,2,1,1,132978.27,0,1,0,0
3199,8008,15776596,Christie,698,Germany,0,60,5,112082.34,1,0,0,94444.67,1,0,0,0
3200,3341,15655590,Grant,602,Spain,1,35,5,62397.41,2,1,1,86855.02,0,1,0,0
3201,5376,15711455,Uvarova,608,Spain,0,40,3,126371.2,1,1,1,70815.65,0,1,0,0
3202,3086,15709846,Chidimma,661,France,1,38,6,118148.22,2,1,1,126275.75,1,0,1,0
3203,8737,15723671,Aldridge,583,Spain,0,47,6,62397.41,2,1,0,103027.8,0,1,0,0
3204,6725,15666559,Iadanza,593,Spain,1,34,4,62397.41,2,1,0,118771.23,0,1,0,0
3205,6132,15623277,Mason,720,Spain,0,63,5,62397.41,2,0,1,80828.57,0,1,0,0
3206,9783,15756272,Schiavone,703,Spain,0,43,6,62397.41,1,1,1,77791.71,0,1,0,0
3207,9589,15688074,McGregor,665,Spain,0,53,5,62397.41,2,0,1,107622.45,0,1,0,0
3208,3913,15671766,Pisano,530,Germany,0,60,6,121884.47,2,1,0,128905.09,1,0,0,0
3209,7833,15690647,Lorenzo,676,France,0,44,5,62397.41,2,0,0,102613.71,0,0,1,0
3210,3011,15759298,Colman,680,France,1,49,3,120405.45,3,0,0,138973.74,1,0,1,0
3211,9353,15750410,Chidimma,636,Germany,1,52,4,106069.9,1,1,0,96125.67,0,0,0,0
3212,9267,15641004,Tretiakova,619,Spain,1,37,3,106708.22,2,1,0,111739.87,0,1,0,0
3213,381,15680517,McDonald,569,France,1,42,7,62397.41,2,1,1,57609.03,0,0,1,0
3214,3384,15744717,Mazzanti,701,France,1,47,5,62397.41,2,0,0,120047.14,0,0,1,0
3215,3705,15617617,Wyatt,649,Germany,0,37,4,116829.94,2,0,1,76373.5,1,0,0,0
3216,3893,15730038,Whittaker,577,Germany,1,39,3,120580.02,1,0,1,105248.03,1,0,0,0
3217,7117,15716609,Hsing,627,Germany,1,57,6,123549.63,2,0,0,57556.13,1,0,0,0
3218,8136,15569572,Welch,641,Germany,1,42,5,146767.32,1,1,0,106644.94,0,0,0,0
3219,7262,15589428,Ponce,601,Germany,0,40,3,124423.04,1,1,0,122323.07,1,0,0,0
3220,2183,15800736,Fedorov,718,France,1,44,5,151281.25,3,1,0,128264.19,1,0,1,0
3221,655,15635097,Fan,694,Germany,1,49,5,133676.72,1,1,0,97261.17,1,0,0,0
3222,3508,15794841,Mazzi,611,France,0,36,5,62397.41,2,1,0,140067.88,0,0,1,0
3223,376,15637354,Long,588,France,1,42,6,130741.49,4,1,1,90052.66,1,0,1,0
3224,3209,15762048,Feng,606,France,0,39,4,118479.42,1,0,0,105924.79,0,0,1,0
3225,3489,15581332,Greco,582,Germany,1,39,3,113531.02,1,0,1,140637.83,0,0,0,0
3226,2490,15579583,Yu,650,France,1,52,5,119026.44,1,1,0,66474.98,1,0,1,0
3227,2559,15777759,Genovesi,604,France,1,39,6,108286.34,1,0,1,113096.68,0,0,1,0
3228,482,15751943,Trevisano,604,France,1,37,3,113926.68,1,1,1,128377.39,0,0,1,0
3229,1158,15689328,Reid,655,France,1,44,2,120431.48,1,1,1,83272.07,0,0,1,0
3230,5892,15603942,McKenzie,666,Spain,0,32,7,62397.41,2,0,0,112572.26,0,1,0,0
3231,8227,15614215,Scott,521,Spain,1,38,3,142511.92,1,0,1,81870.34,0,1,0,0
3232,5896,15707918,Pinto,696,Germany,0,37,5,115235.96,2,1,1,84270.24,0,0,0,0
3233,2302,15777616,H?,753,Spain,1,54,4,123189.17,1,1,0,85965.79,0,1,0,0
3234,9098,15758171,Greco,636,France,1,42,3,138344.26,1,1,1,117391.82,0,0,1,0
3235,4313,15761043,Kerr,545,France,1,37,5,62397.41,2,1,0,118691.95,0,0,1,0
3236,9719,15706552,Barnes,646,France,0,40,5,116094.32,2,1,0,93288.6,0,0,1,0
3237,4693,15680436,Schoenheimer,611,France,1,37,4,62397.41,2,1,0,69912.31,0,0,1,0
3238,4833,15764604,Beneventi,679,France,1,39,6,128802.78,1,0,1,102299.26,0,0,1,0
3239,8889,15606076,Ruiz,573,France,1,38,4,124470.71,1,1,1,87182.38,0,0,1,0
3240,1033,15607170,Alexander,673,Germany,0,32,2,156817.86,2,1,1,101751.58,0,0,0,0
3241,3768,15575935,Harding,653,Spain,1,36,5,109450.05,1,0,1,105545.72,0,1,0,0
3242,7528,15702014,Zetticci,615,France,1,35,4,62397.41,1,0,0,135537.52,0,0,1,0
3243,7881,15809616,Garrett,685,Spain,1,37,6,62397.41,2,0,0,94332.73,0,1,0,0
3244,8010,15569079,Pankhurst,639,France,0,41,3,62397.41,2,0,1,109137.61,0,0,1,0
3245,6770,15738721,Stevenson,698,Germany,0,36,5,114471.19,2,0,1,94195.57,0,0,0,0
3246,5124,15581479,Hancock,622,Germany,0,37,3,123808.78,1,1,0,101091.5,1,0,0,0
3247,9514,15763612,Chiemela,567,France,1,52,3,62397.41,2,1,1,81694.13,0,0,1,0
3248,5470,15582519,Pavlova,614,Spain,1,51,3,106182.92,1,1,1,101862.86,0,1,0,0
3249,2842,15586680,Lanford,753,Spain,0,50,6,62397.41,1,0,0,68506.78,1,1,0,0
3250,4189,15636238,Sharwood,744,Spain,1,42,7,62397.41,2,1,0,104812.23,0,1,0,0
3251,3290,15811490,Lu,609,Spain,0,66,4,62397.41,2,1,1,131269.14,0,1,0,0
3252,1360,15766163,Summers,620,Germany,0,40,5,120835.09,1,1,0,112731.48,0,0,0,0
3253,6859,15775678,Jamison,541,Germany,1,46,5,113847.08,1,1,0,140229.61,1,0,0,0
3254,3090,15705379,Nnachetam,654,Germany,1,37,5,131079.18,1,1,1,75303.39,1,0,0,0
3255,224,15688760,Khan,625,France,1,55,5,62397.41,2,1,1,100645.12,0,0,1,0
3256,9800,15596979,Lumholtz,647,Spain,1,39,4,62397.41,2,1,1,60140.77,0,1,0,0
3257,8529,15737741,Wetherspoon,649,France,0,37,7,119338.91,1,1,1,109619.43,0,0,1,0
3258,3154,15758606,Seleznev,632,Spain,1,41,4,62397.41,2,0,0,104472.86,0,1,0,0
3259,8671,15686164,Wan,638,France,0,37,4,62397.41,2,0,1,69298.42,0,0,1,0
3260,3896,15672016,Williamson,689,Spain,1,33,4,115087.66,1,0,0,88067.96,0,1,0,0
3261,2595,15705899,Endrizzi,747,France,1,37,4,144172.49,2,1,1,111384.57,0,0,1,0
3262,7446,15656319,Bancroft,614,France,1,39,6,62397.41,1,1,0,67821.74,0,0,1,0
3263,6264,15659149,Clements,633,France,0,49,7,62397.41,2,1,0,129944.74,0,0,1,0
3264,9236,15799479,L?,663,France,1,44,5,117654.84,1,1,0,106912.16,0,0,1,0
3265,1676,15649354,Plant,701,Spain,1,38,6,151909.58,1,0,0,77589.81,0,1,0,0
3266,4692,15573798,Milne,523,France,1,56,3,62397.41,2,1,0,95433.71,0,0,1,0
3267,6093,15665521,Maclean,753,Germany,1,37,3,117092.37,1,1,1,113669.68,0,0,0,0
3268,7578,15810845,Muir,706,France,0,34,3,109564.46,1,1,0,69589.14,0,0,1,0
3269,6354,15798470,Schneider,709,Germany,0,42,5,122756.81,2,1,0,115263.86,0,0,0,0
3270,9264,15763065,Salas,716,Spain,0,42,6,62397.41,2,1,1,120996.09,0,1,0,0
3271,7108,15592412,Onyemere,646,France,0,37,4,102098.45,1,1,1,110527.49,0,0,1,0
3272,7229,15702138,Bryan,563,Spain,1,37,7,121784.88,1,1,1,124653.61,0,1,0,0
3273,3042,15676404,Wan,646,France,0,32,3,116572.2,1,0,1,106959.55,0,0,1,0
3274,3072,15595228,Beach,634,France,0,51,5,62397.41,2,0,1,88166.58,0,0,1,0
3275,1912,15704081,Chukwumaobim,617,France,1,36,6,98583.29,1,1,1,72326.0,0,0,1,0
3276,449,15776936,Chinwenma,588,France,1,34,5,113793.11,2,1,0,140225.71,0,0,1,0
3277,4425,15660422,Hughes,633,France,1,47,5,91210.41,1,0,1,77632.91,0,0,1,0
3278,2288,15664752,Allan,749,France,1,36,6,62397.41,2,0,0,120113.96,0,0,1,0
3279,5392,15691625,Houghton,633,Germany,1,47,5,136028.79,1,1,0,85069.53,1,0,0,0
3280,1740,15640442,Macleod,668,France,1,30,2,104035.59,2,0,1,58115.62,0,0,1,0
3281,1772,15602456,Warlow-Davies,546,Spain,1,37,5,150280.08,1,1,0,93305.1,0,1,0,0
3282,3415,15622729,Vaguine,642,France,1,47,6,115136.21,1,1,0,123759.0,1,0,1,0
3283,2657,15796910,Griffin,579,Spain,0,47,6,62397.41,2,1,0,94765.93,0,1,0,0
3284,6305,15789432,Owen,631,France,1,44,4,81806.7,1,1,1,102073.03,0,0,1,0
3285,1373,15659962,Lori,623,Spain,0,39,5,137758.4,2,0,0,124067.86,0,1,0,0
3286,7004,15720671,King,634,France,0,46,5,130209.14,1,1,0,140230.11,0,0,1,0
3287,6350,15642041,Murphy,614,France,1,42,4,62397.41,2,1,1,127049.4,0,0,1,0
3288,1603,15566091,Coates,663,France,0,32,5,146129.2,1,1,1,123717.1,0,0,1,0
3289,603,15779522,Sievier,623,Germany,1,34,3,115296.73,2,1,1,67497.11,0,0,0,0
3290,6212,15603830,Kosovich,625,France,1,42,3,62397.41,2,1,0,59190.97,0,0,1,0
3291,5126,15611579,Fang,725,France,0,32,4,62397.41,2,1,0,131097.48,0,0,1,0
3292,994,15768777,Wu,585,France,0,58,7,125419.22,2,1,1,133400.71,0,0,1,0
3293,2926,15751120,She,753,Germany,0,37,4,136073.29,1,1,1,95699.58,0,0,0,0
3294,7023,15682070,Scott,612,Germany,1,39,6,113789.82,1,1,0,108783.5,0,0,0,0
3295,6197,15671387,K?,633,Spain,1,40,3,115877.38,1,1,1,92736.51,0,1,0,0
3296,8157,15792660,Millar,591,France,1,52,5,133215.3,1,1,1,86104.17,0,0,1,0
3297,3954,15610105,Humphries,562,France,0,42,3,126534.95,1,1,0,99426.03,0,0,1,0
3298,1835,15798341,Rahman,669,France,1,52,3,62397.41,1,0,1,118713.29,1,0,1,0
3299,9841,15786800,Romani,682,Germany,0,48,3,115847.18,1,1,0,106106.69,1,0,0,0
3300,3918,15668058,Shaw,609,France,0,32,6,99144.53,1,1,1,84168.67,0,0,1,0
3301,2111,15690589,Millar,564,Spain,1,34,3,62397.41,2,1,1,80827.94,0,1,0,0
3302,4269,15662203,Grant,650,Spain,0,44,4,110171.81,1,1,1,107145.51,1,1,0,0
3303,6623,15737506,Chukwukere,655,Spain,0,41,7,62397.41,2,1,0,81266.96,0,1,0,0
3304,2287,15692137,Shih,538,France,1,35,4,133663.44,1,1,1,66864.45,0,0,1,0
3305,4075,15731890,Wood,582,Germany,1,62,6,118476.86,1,0,1,137927.45,0,0,0,0
3306,5614,15762268,Marshall,590,Germany,1,43,5,145634.45,2,0,0,113533.18,0,0,0,0
3307,3860,15687372,Robertson,573,Spain,0,48,4,128623.47,1,1,1,103612.59,1,1,0,0
3308,4203,15775293,Lucchese,658,France,0,29,3,118150.91,1,1,1,58692.53,0,0,1,0
3309,2118,15607990,Dellucci,620,France,1,32,3,106331.94,1,1,0,84426.8,0,0,1,0
3310,6275,15764253,Ugochukwu,611,Spain,1,42,3,62397.41,1,1,0,105287.3,1,1,0,0
3311,7064,15772262,Connor,568,Germany,0,39,5,164938.1,2,1,0,104053.44,0,0,0,0
3312,7220,15777901,Hu,639,France,0,55,6,62397.41,2,1,1,116638.6,0,0,1,0
3313,775,15672754,Joseph,744,Spain,0,47,4,112764.78,1,1,0,122338.25,0,1,0,0
3314,7253,15600911,Gardener,655,France,1,36,6,120969.5,1,1,0,79603.74,0,0,1,0
3315,8311,15615832,Kerr,625,Germany,1,44,5,127486.34,2,0,1,94095.56,1,0,0,0
3316,4582,15725478,Bledsoe,614,Germany,1,49,4,123910.73,2,0,0,70270.89,0,0,0,0
3317,5917,15741633,Walker,565,Germany,1,56,3,115743.33,2,1,1,108777.23,1,0,0,0
3318,6583,15627517,Parkin,582,France,1,41,6,96749.72,2,0,1,78929.23,0,0,1,0
3319,8943,15593331,Crawford,604,Germany,1,42,4,130715.37,1,0,0,134366.66,0,0,0,0
3320,6297,15694995,Gibson,665,Germany,0,42,5,144339.94,2,1,1,115151.89,0,0,0,0
3321,8139,15793311,Marsh,742,Spain,1,39,5,131852.81,2,0,1,119760.99,0,1,0,0
3322,7598,15689294,Sukhorukova,690,France,1,44,3,108447.16,1,1,1,87739.99,0,0,1,0
3323,9254,15812628,Iadanza,749,France,0,44,5,119367.04,1,1,0,71071.38,1,0,1,0
3324,1260,15672115,Yermakov,614,France,0,34,4,122966.55,1,0,0,117916.86,0,0,1,0
3325,3304,15626612,McKay,588,Spain,0,39,3,62397.41,2,0,1,92003.66,0,1,0,0
3326,8104,15761374,Steele,592,France,1,61,4,62397.41,1,1,1,138110.88,0,0,1,0
3327,8620,15771087,Power,637,Germany,0,40,3,121309.13,1,1,1,92800.99,0,0,0,0
3328,6652,15580249,Kung,493,France,0,36,3,133428.7,1,1,1,97383.85,0,0,1,0
3329,4697,15586557,Kennedy,739,France,1,44,5,62397.41,2,1,0,130325.73,0,0,1,0
3330,8953,15598338,Dellucci,652,Germany,0,46,6,116975.29,2,0,1,140279.63,0,0,0,0
3331,114,15750671,Bogle,612,Spain,0,30,6,62397.41,2,0,0,123317.58,0,1,0,0
3332,1980,15643438,Abbott,627,France,1,32,4,79761.4,1,1,1,62461.51,0,0,1,0
3333,5532,15639322,Tsui,593,France,0,42,4,62397.41,1,1,0,98082.37,1,0,1,0
3334,8692,15623989,Chinwemma,707,France,1,42,3,147752.46,1,1,0,129439.06,0,0,1,0
3335,6331,15589698,Niehaus,680,Spain,0,54,2,129872.32,1,0,1,63211.88,0,1,0,0
3336,1372,15769974,Ferri,680,Germany,0,40,3,126662.28,2,1,0,116605.49,0,0,0,0
3337,3653,15723411,Rozier,753,Spain,1,47,3,123871.95,1,1,1,65794.1,0,1,0,0
3338,4774,15624936,Padovesi,588,France,1,36,2,62397.41,1,1,1,93209.17,0,0,1,0
3339,943,15599081,Coles,642,France,0,51,4,137644.6,3,1,1,110567.97,1,0,1,0
3340,5244,15604348,Marshall,561,Germany,0,43,4,130404.91,1,1,0,70996.85,1,0,0,0
3341,7022,15695197,Chao,514,Germany,1,68,3,156106.23,2,1,1,141112.03,0,0,0,0
3342,894,15641319,Wilkie,638,Spain,1,39,6,123981.0,1,1,0,140896.41,0,1,0,0
3343,8536,15581089,Glover,753,France,1,35,6,62397.41,2,1,1,127558.28,0,0,1,0
3344,7571,15673084,Ekechukwu,600,Germany,1,34,5,115429.89,2,1,0,78789.15,0,0,0,0
3345,3080,15799790,Swift,559,France,1,39,5,123490.15,2,1,1,87332.01,0,0,1,0
3346,8714,15668445,Murphy,688,France,1,38,3,62397.41,4,0,1,133863.11,1,0,1,0
3347,3047,15597957,Cocci,642,Germany,0,44,3,145302.01,3,0,0,132725.75,1,0,0,0
3348,1814,15681956,Young,671,Germany,1,43,7,120348.72,1,1,0,76009.34,1,0,0,0
3349,105,15592854,Greco,595,Spain,0,40,5,102749.33,1,1,0,88394.0,1,1,0,0
3350,4129,15728006,Loving,753,France,0,35,4,62397.41,2,1,1,62789.0,0,0,1,0
3351,6511,15749679,Pai,644,France,0,52,6,147845.14,1,0,0,81481.29,1,0,1,0
3352,6904,15622631,Clark,560,Spain,0,42,4,150622.51,2,1,1,61443.32,0,1,0,0
3353,487,15622494,Allingham,642,Spain,0,46,3,111548.51,1,0,0,108593.82,0,1,0,0
3354,8878,15622182,Tsui,528,France,0,49,3,62397.41,2,1,1,104274.8,0,0,1,0
3355,9205,15639665,Burns,748,Spain,1,47,3,119017.19,2,1,0,111321.02,0,1,0,0
3356,5254,15600379,Longstaff,737,France,0,37,2,129562.88,1,1,1,126364.16,0,0,1,0
3357,8353,15698349,Ts'ao,721,Germany,1,36,6,102708.6,2,1,0,87350.8,0,0,0,0
